"PERIOD","STATUS","DATE","SAMPLE","PLOT","TRANSECT","SIDE","DIST_X","DIST_Y","HABITAT","CL_mm","WM_g","SFDM_g","EXCR_IND"
"Open season","Reserve","10/12/19","D","BR3","A","L",15.3,18.75,"R",76,409.1304152,64.23347518,199.5110565
"Open season","Reserve","10/12/19","D","BR3","A","L",15.3,18.75,"R",76,409.1304152,64.23347518,205.7528834
"Open season","Reserve","10/12/19","D","BR3","A","L",15.3,18.75,"R",77,425.0154547,66.72742638,208.5184797
"Open season","Reserve","10/12/19","D","BR3","A","L",15.3,18.75,"R",76,409.1304152,64.23347518,211.2713024
"Open season","Reserve","10/12/19","D","BR3","A","L",15.3,18.75,"R",82,510.5323979,80.15358648,230.101943
"Open season","Reserve","10/12/19","D","BR3","A","L",9.3,18.75,"R",82,510.5323979,80.15358648,231.7266872
"Open season","Reserve","10/12/19","D","BR3","A","L",15.3,18.75,"R",83,528.8872633,83.03530033,234.3317851
"Open season","Reserve","10/12/19","D","BR3","A","L",15.3,18.75,"R",84,547.6703064,85.9842381,240.6385874
"Open season","Reserve","10/12/19","D","BR3","A","L",9.3,18.75,"R",83,528.8872633,83.03530033,242.1519517
"Open season","Reserve","10/12/19","D","BR3","A","L",15.3,18.75,"R",86,586.5397711,92.08674406,248.6783528
"Open season","Reserve","10/12/19","D","BR3","B","L",11,13.75,"R",68,295.8718942,46.45188739,167.3272808
"Open season","Reserve","10/12/19","D","BR3","B","L",11,13.75,"R",69,308.7299461,48.47060153,180.3278408
"Open season","Reserve","10/12/19","D","BR3","B","R",4.2,11.25,"R",73,363.8265751,57.1207723,180.4336614
"Open season","Reserve","10/12/19","D","BR3","B","L",11,13.75,"R",70,321.9496555,50.54609591,184.5471489
"Open season","Reserve","10/12/19","D","BR3","B","L",11,13.75,"R",71,335.5358101,52.67912218,184.9286435
"Open season","Reserve","10/12/19","D","BR3","B","R",4.2,11.25,"R",73,363.8265751,57.1207723,198.5713083
"Open season","Reserve","10/12/19","D","BR3","B","R",4.2,11.25,"R",75,393.6404253,61.80154678,199.6559128
"Open season","Reserve","10/12/19","D","BR3","B","R",4.2,11.25,"R",76,409.1304152,64.23347518,199.888894
"Open season","Reserve","10/12/19","D","BR3","B","R",4.2,11.25,"R",75,393.6404253,61.80154678,201.0387819
"Open season","Reserve","10/12/19","D","BR3","B","L",14,13.75,"R",78,441.300292,69.28414584,201.2921836
"Open season","Reserve","10/12/19","D","BR3","B","R",13.8,11.25,"R",76,409.1304152,64.23347518,203.2022818
"Open season","Reserve","10/12/19","D","BR3","B","R",4,11.25,"R",78,441.300292,69.28414584,212.8629968
"Open season","Reserve","10/12/19","D","BR3","B","R",4,11.25,"R",76,409.1304152,64.23347518,215.1523931
"Open season","Reserve","10/12/19","D","BR3","B","R",4,11.25,"R",80,475.0883261,74.5888672,219.5765061
"Open season","Reserve","10/12/19","D","BR3","B","R",4,11.25,"R",81,492.600993,77.3383559,226.8421902
"Open season","Reserve","10/12/19","D","BR3","B","R",4,11.25,"R",83,528.8872633,83.03530033,227.7459008
"Open season","Reserve","10/12/19","D","BR3","B","R",4,11.25,"R",80,475.0883261,74.5888672,228.0170484
"Open season","Reserve","10/12/19","D","BR3","B","R",4,11.25,"R",79,457.9896699,71.90437818,232.2618113
"Open season","Reserve","10/12/19","D","BR3","B","R",10.4,11.25,"R",82,510.5323979,80.15358648,238.4129952
"Open season","Reserve","10/12/19","D","BR3","B","L",14,13.75,"R",82,510.5323979,80.15358648,239.5681007
"Open season","Reserve","10/12/19","D","BR3","B","R",10.4,11.25,"R",84,547.6703064,85.9842381,252.4615397
"Open season","Reserve","10/12/19","D","BR3","B","R",3.6,11.25,"R",86,586.5397711,92.08674406,261.9296326
"Open season","Reserve","10/12/19","D","BR3","B","R",10.4,11.25,"R",93,736.7616925,115.6715857,281.3176472
"Open season","Reserve","10/12/19","D","BR3","C","L",6.9,8.75,"R",52,135.3975423,21.25741415,110.9996438
"Open season","Reserve","10/12/19","D","BR3","C","L",6.9,8.75,"R",60,205.4506356,32.25574979,137.9763563
"Open season","Reserve","10/12/19","D","BR3","C","R",10,6.25,"R",68,295.8718942,46.45188739,164.2227287
"Open season","Reserve","10/12/19","D","BR3","C","L",6.9,8.75,"R",68,295.8718942,46.45188739,171.0253174
"Open season","Reserve","10/12/19","D","BR3","C","L",8.8,8.75,"R",73,363.8265751,57.1207723,179.4645002
"Open season","Reserve","10/12/19","D","BR3","C","L",10,8.75,"R",70,321.9496555,50.54609591,192.1356317
"Open season","Reserve","10/12/19","D","BR3","C","R",10,6.25,"R",73,363.8265751,57.1207723,196.8872017
"Open season","Reserve","10/12/19","D","BR3","C","L",6.9,8.75,"R",76,409.1304152,64.23347518,198.6312044
"Open season","Reserve","10/12/19","D","BR3","C","L",15.5,8.75,"R",78,441.300292,69.28414584,209.6216635
"Open season","Reserve","10/12/19","D","BR3","C","L",6.9,8.75,"R",78,441.300292,69.28414584,215.6322192
"Open season","Reserve","10/12/19","D","BR3","C","L",6.9,8.75,"R",80,475.0883261,74.5888672,220.310363
"Open season","Reserve","10/12/19","D","BR3","C","L",6.9,8.75,"R",79,457.9896699,71.90437818,222.2285669
"Open season","Reserve","10/12/19","D","BR3","C","L",6.9,8.75,"R",80,475.0883261,74.5888672,223.015053
"Open season","Reserve","10/12/19","D","BR3","C","L",15.5,8.75,"R",80,475.0883261,74.5888672,224.3700647
"Open season","Reserve","10/12/19","D","BR3","C","L",6.9,8.75,"R",80,475.0883261,74.5888672,224.612451
"Open season","Reserve","10/12/19","D","BR3","C","R",13.1,6.25,"R",82,510.5323979,80.15358648,226.8426699
"Open season","Reserve","10/12/19","D","BR3","C","L",6.9,8.75,"R",79,457.9896699,71.90437818,227.3281932
"Open season","Reserve","10/12/19","D","BR3","C","L",6.9,8.75,"R",79,457.9896699,71.90437818,227.9371212
"Open season","Reserve","10/12/19","D","BR3","C","L",6.9,8.75,"R",82,510.5323979,80.15358648,229.3751241
"Open season","Reserve","10/12/19","D","BR3","C","L",15.5,8.75,"R",83,528.8872633,83.03530033,235.380442
"Open season","Reserve","10/12/19","D","BR3","C","R",6,6.25,"R",83,528.8872633,83.03530033,239.559792
"Open season","Reserve","10/12/19","D","BR3","C","L",6.9,8.75,"R",83,528.8872633,83.03530033,239.9336193
"Open season","Reserve","10/12/19","D","BR3","C","L",6.9,8.75,"R",82,510.5323979,80.15358648,241.9128794
"Open season","Reserve","10/12/19","D","BR3","C","R",14.6,6.25,"R",86,586.5397711,92.08674406,251.4996282
"Open season","Reserve","10/12/19","D","BR3","C","R",6,6.25,"R",92,713.9135533,112.0844279,279.7852479
"Open season","Reserve","10/12/19","D","BR3","D","R",11.7,1.25,"R",62,226.0495275,35.48977581,148.0706993
"Open season","Reserve","10/12/19","D","BR3","D","R",15.4,1.25,"R",73,363.8265751,57.1207723,183.3645465
"Open season","Reserve","10/12/19","D","BR3","D","L",7,3.75,"R",74,378.5407316,59.43089487,188.5113961
"Open season","Reserve","10/12/19","D","BR3","D","R",11.7,1.25,"R",73,363.8265751,57.1207723,190.5804475
"Open season","Reserve","10/12/19","D","BR3","D","R",0.1,1.25,"R",74,378.5407316,59.43089487,194.0901872
"Open season","Reserve","10/12/19","D","BR3","D","R",11.7,1.25,"R",74,378.5407316,59.43089487,194.87827
"Open season","Reserve","10/12/19","D","BR3","D","R",16.4,1.25,"R",75,393.6404253,61.80154678,198.581316
"Open season","Reserve","10/12/19","D","BR3","D","R",15.4,1.25,"R",76,409.1304152,64.23347518,200.6401006
"Open season","Reserve","10/12/19","D","BR3","D","R",11.7,1.25,"R",76,409.1304152,64.23347518,202.5519521
"Open season","Reserve","10/12/19","D","BR3","D","L",16.4,3.75,"R",76,409.1304152,64.23347518,204.2024654
"Open season","Reserve","10/12/19","D","BR3","D","L",7.8,3.75,"R",78,441.300292,69.28414584,204.8172534
"Open season","Reserve","10/12/19","D","BR3","D","R",11.7,1.25,"R",78,441.300292,69.28414584,218.8342294
"Open season","Reserve","10/12/19","D","BR3","D","L",7.8,3.75,"R",80,475.0883261,74.5888672,224.6193629
"Open season","Reserve","10/12/19","D","BR3","D","R",11.7,1.25,"R",82,510.5323979,80.15358648,225.0873913
"Open season","Reserve","10/12/19","D","BR3","D","L",7.8,3.75,"R",80,475.0883261,74.5888672,227.5844286
"Open season","Reserve","10/12/19","D","BR3","D","R",11.7,1.25,"R",83,528.8872633,83.03530033,234.3592254
"Open season","Reserve","10/12/19","D","BR3","D","R",11.7,1.25,"R",83,528.8872633,83.03530033,234.5986587
"Open season","Reserve","10/12/19","D","BR3","D","L",7.8,3.75,"R",83,528.8872633,83.03530033,236.281182
"Open season","Reserve","10/12/19","D","BR3","D","R",11.7,1.25,"R",84,547.6703064,85.9842381,244.4510322
"Open season","Reserve","10/12/19","D","BR3","D","L",7.8,3.75,"R",84,547.6703064,85.9842381,249.8074626
"Open season","Reserve","10/12/19","D","BR3","D","L",7.8,3.75,"R",86,586.5397711,92.08674406,252.3350361
"Open season","Reserve","11/1/19","E","BR3","A","R",5.8,16.25,"R",70,321.9496555,50.54609591,179.9098989
"Open season","Reserve","11/1/19","E","BR3","A","R",5.8,16.25,"R",72,349.4931913,54.87043104,184.5229643
"Open season","Reserve","11/1/19","E","BR3","A","R",5.8,16.25,"R",73,363.8265751,57.1207723,189.6095638
"Open season","Reserve","11/1/19","E","BR3","A","R",5.8,16.25,"R",74,378.5407316,59.43089487,190.194799
"Open season","Reserve","11/1/19","E","BR3","A","R",5.8,16.25,"R",74,378.5407316,59.43089487,195.7069006
"Open season","Reserve","11/1/19","E","BR3","A","R",5.8,16.25,"R",75,393.6404253,61.80154678,197.262105
"Open season","Reserve","11/1/19","E","BR3","A","L",14.5,18.75,"R",76,409.1304152,64.23347518,198.9973181
"Open season","Reserve","11/1/19","E","BR3","A","R",5.8,16.25,"R",76,409.1304152,64.23347518,201.4038939
"Open season","Reserve","11/1/19","E","BR3","A","R",5.8,16.25,"R",77,425.0154547,66.72742638,202.4875486
"Open season","Reserve","11/1/19","E","BR3","A","R",5.8,16.25,"R",76,409.1304152,64.23347518,206.1737839
"Open season","Reserve","11/1/19","E","BR3","A","R",5.8,16.25,"R",78,441.300292,69.28414584,207.1445168
"Open season","Reserve","11/1/19","E","BR3","A","R",13,16.25,"R",76,409.1304152,64.23347518,210.6431458
"Open season","Reserve","11/1/19","E","BR3","A","R",5.8,16.25,"R",78,441.300292,69.28414584,214.7363145
"Open season","Reserve","11/1/19","E","BR3","A","R",16.6,16.25,"R",78,441.300292,69.28414584,218.1012288
"Open season","Reserve","11/1/19","E","BR3","A","R",5.8,16.25,"R",77,425.0154547,66.72742638,219.7565235
"Open season","Reserve","11/1/19","E","BR3","A","R",5.8,16.25,"R",80,475.0883261,74.5888672,223.0368029
"Open season","Reserve","11/1/19","E","BR3","A","L",10.4,18.75,"R",80,475.0883261,74.5888672,228.3635049
"Open season","Reserve","11/1/19","E","BR3","A","R",5.8,16.25,"R",82,510.5323979,80.15358648,229.9654505
"Open season","Reserve","11/1/19","E","BR3","A","R",5.8,16.25,"R",82,510.5323979,80.15358648,233.7131128
"Open season","Reserve","11/1/19","E","BR3","A","R",13.3,16.25,"R",83,528.8872633,83.03530033,233.8228775
"Open season","Reserve","11/1/19","E","BR3","A","R",10.7,16.25,"R",82,510.5323979,80.15358648,235.5038757
"Open season","Reserve","11/1/19","E","BR3","A","R",5.8,16.25,"R",82,510.5323979,80.15358648,235.6579071
"Open season","Reserve","11/1/19","E","BR3","A","R",5.8,16.25,"R",83,528.8872633,83.03530033,238.0517185
"Open season","Reserve","11/1/19","E","BR3","A","R",5.8,16.25,"R",82,510.5323979,80.15358648,239.0950972
"Open season","Reserve","11/1/19","E","BR3","A","R",5.8,16.25,"R",81,492.600993,77.3383559,239.2043483
"Open season","Reserve","11/1/19","E","BR3","A","L",10.4,18.75,"R",83,528.8872633,83.03530033,239.8181257
"Open season","Reserve","11/1/19","E","BR3","A","R",5.8,16.25,"R",83,528.8872633,83.03530033,239.902105
"Open season","Reserve","11/1/19","E","BR3","A","R",13.3,16.25,"R",85,566.8862397,89.00113964,242.2142865
"Open season","Reserve","11/1/19","E","BR3","A","R",5.8,16.25,"R",85,566.8862397,89.00113964,248.6319773
"Open season","Reserve","11/1/19","E","BR3","A","R",11.4,16.25,"R",85,566.8862397,89.00113964,253.7504777
"Open season","Reserve","11/1/19","E","BR3","A","R",5.8,16.25,"R",86,586.5397711,92.08674406,264.7186853
"Open season","Reserve","11/1/19","E","BR3","A","R",5.8,16.25,"R",91,691.5358356,108.5711262,272.6324174
"Open season","Reserve","11/1/19","E","BR3","A","R",5.8,16.25,"R",90,669.623864,105.1309466,276.7160357
"Open season","Reserve","11/1/19","E","BR3","A","R",13,16.25,"R",92,713.9135533,112.0844279,304.5240918
"Open season","Reserve","11/1/19","E","BR3","B","L",14.6,13.75,"R",68,295.8718942,46.45188739,168.972565
"Open season","Reserve","11/1/19","E","BR3","B","R",4.6,11.25,"R",72,349.4931913,54.87043104,194.7807774
"Open season","Reserve","11/1/19","E","BR3","B","R",4.6,11.25,"R",75,393.6404253,61.80154678,196.7494387
"Open season","Reserve","11/1/19","E","BR3","B","R",4.6,11.25,"R",75,393.6404253,61.80154678,199.6083308
"Open season","Reserve","11/1/19","E","BR3","B","R",4.6,11.25,"R",75,393.6404253,61.80154678,199.6496462
"Open season","Reserve","11/1/19","E","BR3","B","R",4.6,11.25,"R",74,378.5407316,59.43089487,200.9793461
"Open season","Reserve","11/1/19","E","BR3","B","L",8.4,13.75,"R",78,441.300292,69.28414584,207.4775613
"Open season","Reserve","11/1/19","E","BR3","B","R",4.6,11.25,"R",76,409.1304152,64.23347518,208.1564443
"Open season","Reserve","11/1/19","E","BR3","B","R",4.6,11.25,"R",76,409.1304152,64.23347518,208.788223
"Open season","Reserve","11/1/19","E","BR3","B","R",12.6,11.25,"R",78,441.300292,69.28414584,214.1090409
"Open season","Reserve","11/1/19","E","BR3","B","L",16,13.75,"R",78,441.300292,69.28414584,215.8423022
"Open season","Reserve","11/1/19","E","BR3","B","R",13,11.25,"R",80,475.0883261,74.5888672,219.1144384
"Open season","Reserve","11/1/19","E","BR3","B","R",10.6,11.25,"R",83,528.8872633,83.03530033,222.606802
"Open season","Reserve","11/1/19","E","BR3","B","R",4.6,11.25,"R",78,441.300292,69.28414584,226.2240825
"Open season","Reserve","11/1/19","E","BR3","B","R",10.6,11.25,"R",83,528.8872633,83.03530033,231.8759055
"Open season","Reserve","11/1/19","E","BR3","B","R",11,11.25,"R",80,475.0883261,74.5888672,235.0420991
"Open season","Reserve","11/1/19","E","BR3","B","R",4.6,11.25,"R",82,510.5323979,80.15358648,237.5595547
"Open season","Reserve","11/1/19","E","BR3","B","R",4.6,11.25,"R",86,586.5397711,92.08674406,248.0204079
"Open season","Reserve","11/1/19","E","BR3","B","L",10.5,13.75,"R",86,586.5397711,92.08674406,250.5906774
"Open season","Reserve","11/1/19","E","BR3","B","L",8.9,13.75,"R",83,528.8872633,83.03530033,252.2214138
"Open season","Reserve","11/1/19","E","BR3","B","L",14.9,13.75,"R",89,648.1729585,101.7631545,260.5235505
"Open season","Reserve","11/1/19","E","BR3","B","L",10.5,13.75,"R",89,648.1729585,101.7631545,269.2648574
"Open season","Reserve","11/1/19","E","BR3","C","L",7.8,8.75,"R",72,349.4931913,54.87043104,186.6016733
"Open season","Reserve","11/1/19","E","BR3","C","L",7.8,8.75,"R",74,378.5407316,59.43089487,192.5971133
"Open season","Reserve","11/1/19","E","BR3","C","R",12.2,6.25,"R",76,409.1304152,64.23347518,198.9350839
"Open season","Reserve","11/1/19","E","BR3","C","L",7.8,8.75,"R",76,409.1304152,64.23347518,206.9597099
"Open season","Reserve","11/1/19","E","BR3","C","R",12.2,6.25,"R",79,457.9896699,71.90437818,216.2010476
"Open season","Reserve","11/1/19","E","BR3","C","R",11.3,6.25,"R",80,475.0883261,74.5888672,227.0422705
"Open season","Reserve","11/1/19","E","BR3","C","L",8.2,8.75,"R",79,457.9896699,71.90437818,228.0783062
"Open season","Reserve","11/1/19","E","BR3","C","L",8.2,8.75,"R",83,528.8872633,83.03530033,230.4429166
"Open season","Reserve","11/1/19","E","BR3","C","R",12.2,6.25,"R",93,736.7616925,115.6715857,291.5078304
"Open season","Reserve","11/1/19","E","BR3","D","R",12.5,1.25,"R",59,195.6310459,30.7140742,136.6880768
"Open season","Reserve","11/1/19","E","BR3","D","L",9.7,3.75,"R",63,236.8385127,37.18364649,141.2565622
"Open season","Reserve","11/1/19","E","BR3","D","R",12.5,1.25,"R",60,205.4506356,32.25574979,148.409276
"Open season","Reserve","11/1/19","E","BR3","D","L",9.7,3.75,"R",64,247.9603016,38.92976735,149.4354757
"Open season","Reserve","11/1/19","E","BR3","D","R",12.5,1.25,"R",66,271.2215833,42.58178858,159.4159125
"Open season","Reserve","11/1/19","E","BR3","D","R",12.5,1.25,"R",67,283.3707065,44.48920091,163.1009637
"Open season","Reserve","11/1/19","E","BR3","D","R",12.5,1.25,"R",68,295.8718942,46.45188739,166.747868
"Open season","Reserve","11/1/19","E","BR3","D","R",13,1.25,"R",68,295.8718942,46.45188739,167.7841484
"Open season","Reserve","11/1/19","E","BR3","D","R",10.8,1.25,"R",68,295.8718942,46.45188739,171.1063597
"Open season","Reserve","11/1/19","E","BR3","D","R",13,1.25,"R",69,308.7299461,48.47060153,172.1251067
"Open season","Reserve","11/1/19","E","BR3","D","R",12.5,1.25,"R",68,295.8718942,46.45188739,172.5211636
"Open season","Reserve","11/1/19","E","BR3","D","L",10.5,3.75,"R",68,295.8718942,46.45188739,176.1190703
"Open season","Reserve","11/1/19","E","BR3","D","L",9.7,3.75,"R",70,321.9496555,50.54609591,179.3184444
"Open season","Reserve","11/1/19","E","BR3","D","L",10.5,3.75,"R",73,363.8265751,57.1207723,184.631227
"Open season","Reserve","11/1/19","E","BR3","D","R",10.8,1.25,"R",73,363.8265751,57.1207723,186.7873045
"Open season","Reserve","11/1/19","E","BR3","D","R",10.8,1.25,"R",74,378.5407316,59.43089487,193.3726218
"Open season","Reserve","11/1/19","E","BR3","D","R",10.8,1.25,"R",72,349.4931913,54.87043104,194.0806233
"Open season","Reserve","11/1/19","E","BR3","D","R",12.5,1.25,"R",76,409.1304152,64.23347518,205.2506661
"Open season","Reserve","11/1/19","E","BR3","D","L",10.5,3.75,"R",78,441.300292,69.28414584,205.845321
"Open season","Reserve","11/1/19","E","BR3","D","L",9.7,3.75,"R",78,441.300292,69.28414584,206.1922211
"Open season","Reserve","11/1/19","E","BR3","D","L",10.5,3.75,"R",74,378.5407316,59.43089487,206.5210291
"Open season","Reserve","11/1/19","E","BR3","D","L",9.7,3.75,"R",76,409.1304152,64.23347518,206.7357617
"Open season","Reserve","11/1/19","E","BR3","D","R",12.5,1.25,"R",77,425.0154547,66.72742638,207.0318039
"Open season","Reserve","11/1/19","E","BR3","D","L",10.5,3.75,"R",77,425.0154547,66.72742638,207.1673286
"Open season","Reserve","11/1/19","E","BR3","D","R",13,1.25,"R",76,409.1304152,64.23347518,208.6801241
"Open season","Reserve","11/1/19","E","BR3","D","R",12.5,1.25,"R",80,475.0883261,74.5888672,210.866682
"Open season","Reserve","11/1/19","E","BR3","D","R",13,1.25,"R",78,441.300292,69.28414584,211.8930105
"Open season","Reserve","11/1/19","E","BR3","D","L",13.1,3.75,"R",78,441.300292,69.28414584,214.8357597
"Open season","Reserve","11/1/19","E","BR3","D","R",12.5,1.25,"R",79,457.9896699,71.90437818,220.7283859
"Open season","Reserve","11/1/19","E","BR3","D","R",12.5,1.25,"R",79,457.9896699,71.90437818,226.4030349
"Open season","Reserve","11/1/19","E","BR3","D","L",10.3,3.75,"R",84,547.6703064,85.9842381,227.2657234
"Open season","Reserve","11/1/19","E","BR3","D","R",12.5,1.25,"R",78,441.300292,69.28414584,227.8646242
"Open season","Reserve","11/1/19","E","BR3","D","R",13,1.25,"R",82,510.5323979,80.15358648,228.0151719
"Open season","Reserve","11/1/19","E","BR3","D","L",13.1,3.75,"R",83,528.8872633,83.03530033,229.8421463
"Open season","Reserve","11/1/19","E","BR3","D","R",13,1.25,"R",83,528.8872633,83.03530033,230.1005671
"Open season","Reserve","11/1/19","E","BR3","D","R",12.5,1.25,"R",81,492.600993,77.3383559,231.4697572
"Open season","Reserve","11/1/19","E","BR3","D","R",12.5,1.25,"R",80,475.0883261,74.5888672,233.8704147
"Open season","Reserve","11/1/19","E","BR3","D","L",10.3,3.75,"R",83,528.8872633,83.03530033,234.2964653
"Open season","Reserve","11/1/19","E","BR3","D","L",10.3,3.75,"R",84,547.6703064,85.9842381,235.4629703
"Open season","Reserve","11/1/19","E","BR3","D","R",12.5,1.25,"R",82,510.5323979,80.15358648,236.14836
